,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
46,,1724414,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2n1CC1CCCO1)c1cccc([N+](=O)[O-])c1,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.20', 'le': '0.32', 'lle': '2.92', 'sei': '6.35'}",CHEMBL210983,,CHEMBL210983,6.30,False,http://www.openphacts.org/units/Nanomolar,477171,=,1,True,=,,IC50,nM,,500.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.5
47,,1724415,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2n1CCO)c1cccc([N+](=O)[O-])c1,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '19.61', 'le': '0.36', 'lle': '4.21', 'sei': '5.80'}",CHEMBL379985,,CHEMBL379985,6.40,False,http://www.openphacts.org/units/Nanomolar,477172,=,1,True,=,,IC50,nM,,400.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.4
48,,1724416,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '20.05', 'le': '0.37', 'lle': '4.24', 'sei': '6.19'}",CHEMBL210887,,CHEMBL210887,6.82,False,http://www.openphacts.org/units/Nanomolar,477173,=,1,True,=,,IC50,nM,,150.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.15
49,,1724417,[],CHEMBL870863,Inhibition of IRAK4 at 30 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)Cn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL209817,,CHEMBL209817,,False,http://qudt.org/vocab/unit#Percent,477174,=,1,True,=,,Inhibition,%,,38.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Inhibition,%,UO_0000187,,38.0
50,,1724418,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.23', 'le': '0.28', 'lle': '2.73', 'sei': '4.24'}",CHEMBL377125,,CHEMBL377125,5.40,False,http://www.openphacts.org/units/Nanomolar,477175,=,1,True,=,,IC50,nM,,4000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,4.0
51,,1724419,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.69', 'le': '0.27', 'lle': '2.25', 'sei': '5.79'}",CHEMBL377801,,CHEMBL377801,5.40,False,http://www.openphacts.org/units/Nanomolar,477176,=,1,True,=,,IC50,nM,,4000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,4.0
52,,1724420,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.48', 'le': '0.27', 'lle': '1.98', 'sei': '5.92'}",CHEMBL378693,,CHEMBL378693,5.52,False,http://www.openphacts.org/units/Nanomolar,477177,=,1,True,=,,IC50,nM,,3000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,3.0
53,,1724421,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.94', 'le': '0.32', 'lle': '4.17', 'sei': '6.53'}",CHEMBL379787,,CHEMBL379787,6.70,False,http://www.openphacts.org/units/Nanomolar,477178,=,1,True,=,,IC50,nM,,200.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.2
54,,1724422,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(C(=O)c1cccc([N+](=O)[O-])c1)c1nc2ccccc2n1CC=C,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL210714,,CHEMBL210714,,False,http://www.openphacts.org/units/Nanomolar,477179,>,1,True,>,,IC50,nM,,30000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,30.0
55,,1724423,[],CHEMBL870864,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cccc([N+](=O)[O-])c1)c1nc2ccccc2n1C1CCOC1=O,,,CHEMBL1147720,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL208743,,CHEMBL208743,,False,http://www.openphacts.org/units/Nanomolar,477180,>,1,True,>,,IC50,nM,,30000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,30.0
56,,1744444,[],CHEMBL866115,Inhibition of Irak4,B,,,BAO_0000192,BAO_0000357,single protein format,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,,,CHEMBL1138045,J. Med. Chem.,2006.0,,CHEMBL377383,,CHEMBL377383,,False,http://www.openphacts.org/units/Nanomolar,501943,>,1,True,>,,Ki,nM,,9900.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Ki,uM,UO_0000065,,9.9
57,,1824559,[],CHEMBL914324,Inhibition of IRAK4,B,,,BAO_0000192,BAO_0000357,single protein format,N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,,,CHEMBL1142994,J. Med. Chem.,2007.0,,CHEMBL223367,,CHEMBL223367,,False,http://www.openphacts.org/units/Nanomolar,628447,>,1,True,>,,Ki,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Ki,uM,UO_0000065,,10.0
58,,1824602,[],CHEMBL914324,Inhibition of IRAK4,B,,,BAO_0000192,BAO_0000357,single protein format,CS(=O)(=O)Nc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2,,,CHEMBL1142994,J. Med. Chem.,2007.0,,CHEMBL223460,,CHEMBL223460,,False,http://www.openphacts.org/units/Nanomolar,628438,>,1,True,>,,Ki,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Ki,uM,UO_0000065,,10.0
59,,1824731,[],CHEMBL914324,Inhibition of IRAK4,B,,,BAO_0000192,BAO_0000357,single protein format,N#Cc1ncc2nc1OCCCCCOc1cc(OCCCO)c(Cl)cc1NC(=O)N2,,,CHEMBL1142994,J. Med. Chem.,2007.0,,CHEMBL373598,,CHEMBL373598,,False,http://www.openphacts.org/units/Nanomolar,628405,>,1,True,>,,Ki,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Ki,uM,UO_0000065,,10.0
60,,2050276,[],CHEMBL925573,Inhibition of IRAK4 at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1,,,CHEMBL1140541,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL400754,,CHEMBL400754,,False,http://qudt.org/vocab/unit#Percent,680458,=,1,True,=,,Inhibition,%,,1.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Inhibition,%,UO_0000187,,1.0
61,,2051629,[],CHEMBL941767,Inhibition of IRAK4,B,,,BAO_0000192,BAO_0000357,single protein format,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,,,CHEMBL1140564,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL248757,,CHEMBL248757,,False,http://www.openphacts.org/units/Nanomolar,680853,>,1,True,>,,Ki,nM,,9921.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Ki,uM,UO_0000065,,9.921
62,,2081799,[],CHEMBL928822,Inhibition of IRAK4 at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC[C@@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)n[nH]c3N)cc2s1,,,CHEMBL1141535,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL404115,,CHEMBL404115,,False,http://qudt.org/vocab/unit#Percent,690111,<=,1,True,<=,,Inhibition,%,,20.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Inhibition,%,UO_0000187,,20.0
63,,2147286,[],CHEMBL921876,Activity of human IRAK4 kinase at 1 uM,B,,,BAO_0001103,BAO_0000357,single protein format,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,,,CHEMBL1147076,Proc. Natl. Acad. Sci. U.S.A.,2007.0,,CHEMBL259084,MLN-8054,CHEMBL259084,,False,http://qudt.org/vocab/unit#Percent,709269,=,1,False,=,,Activity,%,,97.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Activity,%,UO_0000187,,97.0
64,,2170950,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.58', 'le': '0.36', 'lle': '1.44', 'sei': '10.12'}",CHEMBL258853,,CHEMBL258853,5.55,False,http://www.openphacts.org/units/Nanomolar,697354,=,1,True,=,,IC50,nM,,2800.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,2.8
65,,2170952,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '20.29', 'le': '0.38', 'lle': '5.13', 'sei': '8.33'}",CHEMBL256713,,CHEMBL256713,7.70,False,http://www.openphacts.org/units/Nanomolar,697379,=,1,True,=,,IC50,nM,,20.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.02
66,,2170953,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1cccc(-c2cnn(C)c2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '15.69', 'le': '0.29', 'lle': '3.89', 'sei': '8.44'}",CHEMBL256717,,CHEMBL256717,6.38,False,http://www.openphacts.org/units/Nanomolar,697378,=,1,True,=,,IC50,nM,,420.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.42
67,,2170954,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2cccc(C(=O)Nc3ccccc3Cl)n2)cn1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '19.66', 'le': '0.38', 'lle': '2.76', 'sei': '10.28'}",CHEMBL256917,,CHEMBL256917,6.15,False,http://www.openphacts.org/units/Nanomolar,697377,=,1,True,=,,IC50,nM,,710.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.71
68,,2170955,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1cccc(-c2cn[nH]c2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '20.69', 'le': '0.40', 'lle': '2.80', 'sei': '8.75'}",CHEMBL256719,,CHEMBL256719,6.18,False,http://www.openphacts.org/units/Nanomolar,697376,=,1,True,=,,IC50,nM,,660.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.66
69,,2170956,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1cccc(-c2ccn[nH]2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '19.40', 'le': '0.38', 'lle': '2.42', 'sei': '8.20'}",CHEMBL257366,,CHEMBL257366,5.80,False,http://www.openphacts.org/units/Nanomolar,697375,=,1,True,=,,IC50,nM,,1600.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,1.6
70,,2170957,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc(-c2cccc(C(=O)Nc3ccccc3Cl)n2)cn1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL256345,,CHEMBL256345,,False,http://www.openphacts.org/units/Nanomolar,697374,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
71,,2170958,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1cccc(-c2cncnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL402104,,CHEMBL402104,,False,http://www.openphacts.org/units/Nanomolar,697373,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
72,,2170959,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1cccc(-c2cncs2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL428598,,CHEMBL428598,,False,http://www.openphacts.org/units/Nanomolar,697372,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
73,,2170960,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1cccc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.65', 'le': '0.34', 'lle': '1.42', 'sei': '9.96'}",CHEMBL257125,,CHEMBL257125,5.47,False,http://www.openphacts.org/units/Nanomolar,697371,=,1,True,=,,IC50,nM,,3400.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,3.4
74,,2170961,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '15.76', 'le': '0.30', 'lle': '3.24', 'sei': '9.15'}",CHEMBL257127,,CHEMBL257127,6.46,False,http://www.openphacts.org/units/Nanomolar,697370,=,1,True,=,,IC50,nM,,350.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.35
75,,2170962,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.14', 'le': '0.33', 'lle': '3.50', 'sei': '8.87'}",CHEMBL403662,,CHEMBL403662,6.80,False,http://www.openphacts.org/units/Nanomolar,697369,=,1,True,=,,IC50,nM,,160.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.16
76,,2170963,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2csc(-c3cccnc3)n2)c(OC)c1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.34', 'le': '0.34', 'lle': '2.45', 'sei': '8.07'}",CHEMBL404514,,CHEMBL404514,5.92,False,http://www.openphacts.org/units/Nanomolar,697368,=,1,True,=,,IC50,nM,,1200.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,1.2
77,,2170964,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL254545,,CHEMBL254545,,False,http://www.openphacts.org/units/Nanomolar,697367,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
78,,2170965,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1c(Cl)cccc1Cl)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL255503,,CHEMBL255503,,False,http://www.openphacts.org/units/Nanomolar,697366,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
79,,2170966,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(N2CCOCC2)cc1)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '15.15', 'le': '0.29', 'lle': '2.26', 'sei': '8.24'}",CHEMBL414028,,CHEMBL414028,5.55,False,http://www.openphacts.org/units/Nanomolar,697365,=,1,True,=,,IC50,nM,,2800.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,2.8
80,,2170967,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(NC(=O)c3csc(-c4cccnc4)n3)cc2)CC1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '16.22', 'le': '0.31', 'lle': '2.94', 'sei': '10.03'}",CHEMBL254546,,CHEMBL254546,6.16,False,http://www.openphacts.org/units/Nanomolar,697364,=,1,True,=,,IC50,nM,,700.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.7
81,,2170968,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(N2CCCCC2)cc1)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '15.42', 'le': '0.30', 'lle': '1.17', 'sei': '9.67'}",CHEMBL407821,,CHEMBL407821,5.62,False,http://www.openphacts.org/units/Nanomolar,697363,=,1,True,=,,IC50,nM,,2400.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,2.4
82,,2170970,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2csc(-c3cccnc3)n2)cc1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.44', 'le': '0.34', 'lle': '1.96', 'sei': '8.47'}",CHEMBL265923,,CHEMBL265923,5.43,False,http://www.openphacts.org/units/Nanomolar,697362,=,1,True,=,,IC50,nM,,3700.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,3.7
83,,2170971,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(NC(=O)c2csc(-c3cccnc3)n2)c1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '16.22', 'le': '0.31', 'lle': '1.58', 'sei': '7.88'}",CHEMBL408077,,CHEMBL408077,5.05,False,http://www.openphacts.org/units/Nanomolar,697361,=,1,True,=,,IC50,nM,,8900.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,8.9
84,,2170972,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)c2csc(-c3cccnc3)n2)c1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '18.01', 'le': '0.35', 'lle': '1.55', 'sei': '9.69'}",CHEMBL259375,,CHEMBL259375,5.32,False,http://www.openphacts.org/units/Nanomolar,697360,=,1,True,=,,IC50,nM,,4800.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,4.8
85,,2170973,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1OC(F)F)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.27', 'le': '0.34', 'lle': '1.94', 'sei': '9.36'}",CHEMBL408383,,CHEMBL408383,6.00,False,http://www.openphacts.org/units/Nanomolar,697359,=,1,True,=,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,1.0
86,,2170974,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '19.58', 'le': '0.38', 'lle': '2.63', 'sei': '9.51'}",CHEMBL259797,,CHEMBL259797,6.10,False,http://www.openphacts.org/units/Nanomolar,697358,=,1,True,=,,IC50,nM,,800.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,0.8
87,,2170975,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccccc1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL260007,,CHEMBL260007,,False,http://www.openphacts.org/units/Nanomolar,697357,>,1,True,>,,IC50,nM,,10000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,10.0
88,,2170976,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1NC(=O)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.39', 'le': '0.33', 'lle': '1.37', 'sei': '9.36'}",CHEMBL259213,,CHEMBL259213,5.14,False,http://www.openphacts.org/units/Nanomolar,697356,=,1,True,=,,IC50,nM,,7300.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,7.3
89,,2170977,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1)c1csc(-c2cccnc2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '18.28', 'le': '0.35', 'lle': '1.68', 'sei': '9.37'}",CHEMBL260339,,CHEMBL260339,5.14,False,http://www.openphacts.org/units/Nanomolar,697355,=,1,True,=,,IC50,nM,,7200.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,7.2
90,,2171002,[],CHEMBL936449,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1Cl)c1csc(-c2ccc[n+]([O-])c2)n1,,,CHEMBL1143094,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '15.56', 'le': '0.32', 'lle': '1.81', 'sei': '7.49'}",CHEMBL255235,,CHEMBL255235,5.16,False,http://www.openphacts.org/units/Nanomolar,697380,=,1,True,=,,IC50,nM,,6900.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,uM,UO_0000065,,6.9
91,,2172515,[],CHEMBL921622,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,,,CHEMBL1145577,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '22.64', 'le': '0.41', 'lle': '4.71', 'sei': '9.93'}",CHEMBL255098,,CHEMBL255098,6.67,False,http://www.openphacts.org/units/Nanomolar,710491,=,1,True,=,,IC50,nM,,216.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,216.0
92,,2172516,[],CHEMBL921622,Inhibition of IRAK4,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc2ncc(-c3cccc(N[C@@H]4CCCNC4)n3)n2c1,,,CHEMBL1145577,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '22.06', 'le': '0.40', 'lle': '4.59', 'sei': '9.00'}",CHEMBL403210,,CHEMBL403210,7.02,False,http://www.openphacts.org/units/Nanomolar,710534,=,1,True,=,,IC50,nM,,95.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,95.0
