,Unnamed: 0,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
749,27,,34891,[],CHEMBL815133,Effect against HIV-1 chronically infected promonocytic cell line U1,F,,,BAO_0000179,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1128496,J. Med. Chem.,1995,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,http://www.openphacts.org/units/PicogramPerMilliliter,190461,=,1,False,=,,p24,pg ml-1,,13.0,CHEMBL612558,,ADMET,,,,p24,pg ml-1,,,13.0,,,,,
1962,129,,37993,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338516,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2706,749,,41613,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,CCN(CC)CCn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1ccccc1-2.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL538975,,CHEMBL1189535,,False,,35214,=,1,False,=,,Activity,,,2.6,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,2.6,,,,,
133,277,,33141,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2335,887,,36751,[],CHEMBL621424,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(/N=C2/C(=O)c3cncnc3C(O)=C2Cl)c(Br)c1,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL115302,,CHEMBL115302,5.39,False,http://www.openphacts.org/units/Nanomolar,215705,=,1,True,=,,IC50,nM,,4070.0,CHEMBL392,Homo sapiens,A549,9606.0,,,IC50,uM,UO_0000065,,4.07,,,,,
2733,916,,32780,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77085,,CHEMBL77085,4.02,False,http://www.openphacts.org/units/Nanomolar,137197,=,1,True,=,,IC50,nM,,96000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,96.0,18.67,0.34,2.29,3.62,
2207,181,,34045,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77724,,CHEMBL77724,,False,http://www.openphacts.org/units/Nanomolar,137189,>,1,True,>,,IC50,nM,,1250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,1250.0,,,,,
2571,590,,40454,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,Cl.Cn1nc2c3c(c(NCCN)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542072,,CHEMBL1191035,,False,http://qudt.org/vocab/unit#Percent,35225,=,1,False,=,,T/C,%,,138.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,138.0,,,,,
1397,26,,34890,[],CHEMBL815134,Effect against HIV-1 chronically infected promonocytic cell line U1 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,,BAO_0000179,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1128496,J. Med. Chem.,1995,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,http://www.openphacts.org/units/PicogramPerMilliliter,190461,=,1,False,=,,p24,pg ml-1,,9338.0,CHEMBL612558,,ADMET,,,,p24,pg ml-1,,,9338.0,,,,,
2002,436,,38300,[],CHEMBL650095,In vitro antifungal activity against Aspergillus fumigatus CF1004 was determined at pH 7 for inoculum size of 1*10e4 cfu/ml by broth dilution method,F,,,BAO_0000191,BAO_0000218,organism-based format,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1151576,Bioorg. Med. Chem. Lett.,1994,CHEMBL64391,ITRACONAZOLE,CHEMBL64391,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,320477,<,1,False,<,,IC80,ug ml-1,,0.0004,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,IC80,ug ml-1,UO_0000274,,0.0004,,,,,
2663,650,,41514,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171178,,CHEMBL171178,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338501,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1051,832,,35696,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,CCCCCCNc1ccc2c3c(nn2CCO)-c2ccccc2C(=O)c13,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL286208,,CHEMBL286208,,False,http://qudt.org/vocab/unit#Percent,35205,=,1,False,=,,T/C,%,,98.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,98.0,,,,,
2611,328,,41192,[],CHEMBL766429,"Tested for hypolipidemic activity in male rats, cholesterol was determined in serum at 20 mg/kg",F,,,BAO_0001103,BAO_0000218,organism-based format,COC1/C=C/OC2(C)Oc3c(C)c(OC(=O)C(C)(C)C)c4c(c3C2=O)C(=O)C(N2CCN(Cc3c(C)cc(C)cc3C)CC2)=C(NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,,,CHEMBL1125042,J. Med. Chem.,1990,CHEMBL425091,,CHEMBL425091,,False,http://qudt.org/vocab/unit#Percent,298590,<,1,False,<,,Activity,%,,-48.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,,,Activity,%,UO_0000187,,-48.0,,,,,
2080,461,,40325,[],CHEMBL806723,In vitro antifungal activity against Sporothrix schenck ii,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338531,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii,29908.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1389,996,,34860,[],CHEMBL664916,Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL23705,,CHEMBL23705,7.42,True,http://www.openphacts.org/units/Nanomolar,84829,=,1,True,=,,IC50,nM,,38.0,CHEMBL2425,Toxoplasma gondii,Dihydrofolate reductase,5811.0,,,IC50,nM,UO_0000065,,38.0,20.94,0.39,5.27,6.6,
1830,833,,35697,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCNc1ccc2c3c(nn2CCO)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542070,,CHEMBL1191033,6.06,False,http://www.openphacts.org/units/Nanomolar,35202,=,1,True,=,,IC50,nM,,880.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,8.8e-07,,,,,
2208,182,,34046,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77724,,CHEMBL77724,,False,http://www.openphacts.org/units/Nanomolar,137189,>,1,True,>,,Ki,nM,,400000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,Ki,uM,UO_0000065,,400.0,,,,,
2959,646,,37510,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J. Med. Chem.,2003,CHEMBL135592,,CHEMBL135592,5.1,False,http://www.openphacts.org/units/Nanomolar,262235,=,1,True,=,,IC50,nM,,8000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,8.0,17.43,0.32,1.29,7.75,
2797,471,,34335,[],CHEMBL815141,In vitro antifungal activity against Trichophyton mentagrophytes,F,,,BAO_0000181,BAO_0000218,organism-based format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL346,Arthroderma benhamiae,Arthroderma benhamiae,63400.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
1177,122,,37986,[],CHEMBL815141,In vitro antifungal activity against Trichophyton mentagrophytes,F,,,BAO_0000181,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338516,=,1,False,=,,Inhibition,ug ml-1,,1.0,CHEMBL346,Arthroderma benhamiae,Arthroderma benhamiae,63400.0,,,Inhibition,ug ml-1,UO_0000274,,1.0,,,,,
1057,838,,35702,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542566,,CHEMBL1191462,,False,,35186,=,1,True,=,,DOSE,mg.kg-1,,12.5,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,12.5,,,,,
1388,995,,34859,[],CHEMBL875140,Inhibitory activity against Dihydrofolate reductase from rat liver,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL23705,,CHEMBL23705,6.48,True,http://www.openphacts.org/units/Nanomolar,84829,=,1,True,=,,IC50,nM,,330.0,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,IC50,nM,UO_0000065,,330.0,18.29,0.34,4.33,5.77,
876,946,,37810,[],CHEMBL823916,Binding affinity against alpha-3-beta-3-gamma-2 GABAA/BzR receptor subtype.,B,,,BAO_0000192,BAO_0000223,protein complex format,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N=[N+]=[N-])cc2C1=O,,,CHEMBL1131143,J. Med. Chem.,1998,CHEMBL6421,,CHEMBL6421,8.25,False,http://www.openphacts.org/units/Nanomolar,254635,=,1,True,=,,Ki,nM,,5.66,CHEMBL2094120,Homo sapiens,GABA-A receptor; alpha-3/beta-3/gamma-2,9606.0,,,Ki,nM,UO_0000065,,5.66,23.27,0.43,4.89,7.29,
2831,873,,34737,[],CHEMBL765211,In vitro inhibitory activity against recombinant human PPI using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,5.5,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,3190.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,3.19,,,,,
212,872,,34736,[],CHEMBL821050,In vitro inhibitory activity against recombinant human Yop using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,4.59,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,25610.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,25.61,,,,,
1701,281,,33145,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
594,343,,36207,[],CHEMBL848838,Ratio between IC50 value on resistant cells and sensitive cells,F,,,BAO_0000179,BAO_0000219,cell-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Resistance index,,,8.0,CHEMBL386,Mus musculus,L1210,10090.0,,,Resistance index,,,,8.0,,,,,
69,284,,33148,[],CHEMBL842913,"In vivo activity against microsporosis guinea pig, measured as the ratio of animals cured/animals infected (C/I) at dose 10 mg/kg; C/I = 0/2",F,,,BAO_0000179,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,,338523,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
3047,274,,38138,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,Cl.O=C1c2c(NCCNCCO)cccc2-c2nn(CCNCCO)c3cccc1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL545155,,CHEMBL1193703,,False,,35158,=,1,True,=,,DOSE,mg.kg-1,,12.5,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,12.5,,,,,
353,1,,34865,[],CHEMBL809304,Ability to prevent HIV-1 induced T4 cell killing and HIV-1 replication.,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],,,CHEMBL1128679,J. Med. Chem.,1995,CHEMBL296966,CHICAGO SKY BLUE SODIUM,CHEMBL311909,5.32,False,http://www.openphacts.org/units/Nanomolar,70239,=,1,True,=,,EC50,nM,,4800.0,CHEMBL614024,Homo sapiens,AIK-T4,9606.0,,,EC50,uM,UO_0000065,,4.8,,,,,
1808,626,,35490,[],CHEMBL665254,Inhibitory concentration against Dihydrofolate reductase from Pneumocystis carinii (pc),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1129937,J. Med. Chem.,1997,CHEMBL50514,,CHEMBL50514,7.89,True,http://www.openphacts.org/units/Nanomolar,279123,=,1,True,=,,IC50,nM,,13.0,CHEMBL1926,Pneumocystis carinii,Dihydrofolate reductase,4754.0,,,IC50,uM,UO_0000065,,0.013,20.51,0.38,5.73,6.48,
467,614,,33478,[],CHEMBL659777,In vitro inhibitory activity against recombinant human Cdc25B using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,5.67,False,http://www.openphacts.org/units/Nanomolar,100668,=,1,True,=,,IC50,nM,,2130.0,CHEMBL4804,Homo sapiens,Dual specificity phosphatase Cdc25B,9606.0,,,IC50,uM,UO_0000065,,2.13,19.4,0.35,3.0,9.38,
2762,336,,33200,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,Cl.Cn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542071,,CHEMBL1191034,,False,http://qudt.org/vocab/unit#Percent,35224,=,1,False,=,,T/C,%,,174.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,174.0,,,,,
2425,116,,37980,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
423,907,Not Determined,32771,[],CHEMBL675639,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation,B,,,BAO_0000192,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL306988,,CHEMBL306988,,False,,137177,,1,False,,,Ki,,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,Ki,uM,,,,,,,,
574,832,,35696,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,CCCCCCNc1ccc2c3c(nn2CCO)-c2ccccc2C(=O)c13,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL286208,,CHEMBL286208,,False,http://qudt.org/vocab/unit#Percent,35205,=,1,False,=,,T/C,%,,98.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,98.0,,,,,
1446,84,,35948,[],CHEMBL786957,Percent glycaemia evolution at 20 mg/kg at 2 hr after the last administration for 4 days chronic treatment (J4) in Wistar rats,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN1CC(C(=O)N/N=C(\N)N=C(N)N)C(=O)c2cc(OC)ccc21.Cl,,,CHEMBL1133273,Bioorg. Med. Chem. Lett.,2000,CHEMBL545205,,CHEMBL1193743,,False,http://qudt.org/vocab/unit#Percent,89939,=,1,False,=,,Glycaemia evolution,%,,-2.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,,,Glycaemia evolution,%,UO_0000187,,-2.0,,,,,
27,201,,32065,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCNCCNc1ccc2c3c(nn2CCN)-c2c(O)ccc(O)c2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543512,,CHEMBL1192297,6.03,False,http://www.openphacts.org/units/Nanomolar,35197,=,1,True,=,,IC50,nM,,930.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,9.3e-07,,,,,
451,334,,33198,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,Cl.Cn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542071,,CHEMBL1191034,,False,,35224,=,1,True,=,,DOSE,mg.kg-1,,100.0,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,100.0,,,,,
85,612,,33476,[],CHEMBL821050,In vitro inhibitory activity against recombinant human Yop using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,4.92,False,http://www.openphacts.org/units/Nanomolar,100668,=,1,True,=,,IC50,nM,,11970.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,11.97,,,,,
950,770,,33634,[],CHEMBL844603,Ratio of the inhibitory concentrations against rat liver DHFR and Toxoplasma gondii DHFR.,B,,,BAO_0000179,BAO_0000019,assay format,CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL52433,,CHEMBL52433,,False,,84824,=,1,False,=,,Ratio,,,3.9,CHEMBL2097172,Toxoplasma gondii,Dihydrofolate reductase; T. gondii vs rat,5811.0,,,Ratio,,,,3.9,,,,,
3070,689,,38553,[],CHEMBL684937,Cytotoxic activity against HCT-15 colon cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,2200.0,CHEMBL612263,Homo sapiens,HCT-15,9606.0,,,GI50,M,UO_0000065,,2.2e-06,,,,,
116,917,,32781,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77085,,CHEMBL77085,4.62,False,http://www.openphacts.org/units/Nanomolar,137197,=,1,True,=,,Ki,nM,,24000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,Ki,uM,UO_0000065,,24.0,21.47,0.39,2.89,4.16,
2675,662,,41526,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL172512,,CHEMBL172512,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338511,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
